,section,name,side,vertices
344,144,Sp5O,L,"[[25408.335207, 15067.57437038], [25321.60646318, 15061.28456373], [25234.87771935, 15054.99475708], [25148.14897553, 15048.70495043], [25061.42023171, 15042.41514378], [24974.69148788, 15036.12533713], [24887.96274406, 15029.83553048], [24801.23400024, 15023.54572383], [24714.50525641, 15017.25591718], [24627.77651259, 15010.96611053], [24559.65147886, 14988.58851644], [24472.92273504, 14982.29870979], [24386.19399121, 14976.00890314], [24299.46524739, 14969.71909649], [24212.73650356, 14963.42928984], [24126.00775974, 14957.13948319], [24057.88272601, 14934.7618891], [23971.15398219, 14928.47208245], [23903.02894846, 14906.09448837], [23834.90391473, 14883.71689428], [23748.17517091, 14877.42708763], [23680.05013718, 14855.04949355], [23611.92510345, 14832.67189946], [23525.19635962, 14826.38209281], [23475.67503599, 14787.91671129], [23444.75742245, 14733.36354233], [23395.23609882, 14694.89816081], [23364.31848528, 14640.34499186], [23314.79716164, 14601.87961034], [23265.27583801, 14563.41422882], [23234.35822447, 14508.86105987], [23184.83690084, 14470.39567835], [23172.52299739, 14399.75472196], [23178.81280404, 14313.02597813], [23185.10261069, 14226.29723431], [23191.39241734, 14139.56849048], [23197.68222399, 14052.83974666], [23203.97203064, 13966.11100284], [23226.34962473, 13897.98596911], [23264.81500625, 13848.46464547], [23303.28038777, 13798.94332184], [23341.74576929, 13749.42199821], [23380.21115081, 13699.90067457], [23418.67653233, 13650.37935094], [23457.14191385, 13600.8580273], [23495.60729537, 13551.33670367], [23534.07267689, 13501.81538004], [23605.97159461, 13472.15572783], [23660.52476356, 13441.23811429], [23713.81997119, 13427.66624951], [23785.71888891, 13398.0065973], [23840.27205786, 13367.08898377], [23894.82522682, 13336.17137023], [23948.12043444, 13322.59950545], [24020.01935216, 13292.93985324], [24074.57252112, 13262.0222397], [24145.2134775, 13249.70833626], [24198.50868513, 13236.13647148], [24270.40760285, 13206.47681928], [24341.04855924, 13194.16291583], [24394.34376686, 13180.59105106], [24466.24268458, 13150.93139885], [24536.88364097, 13138.6174954], [24591.43680993, 13107.69988186], [24660.81980498, 13112.73172719], [24731.46076137, 13100.41782374], [24802.10171776, 13088.1039203], [24890.08842292, 13077.04797818], [24960.72937931, 13064.73407474], [25031.3703357, 13052.42017129], [25102.01129208, 13040.10626785], [25172.65224847, 13027.79236441], [25243.29320486, 13015.47846096], [25330.02194869, 13021.76826761], [25400.66290508, 13009.45436417], [25471.30386147, 12997.14046072], [25558.03260529, 13003.43026737], [25628.67356168, 12991.11636393], [25699.31451807, 12978.80246049], [25786.04326189, 12985.09226714], [25856.68421828, 12972.77836369], [25927.32517467, 12960.46446025], [25996.70816973, 12965.49630557], [26084.69487488, 12954.44036345], [26155.33583127, 12942.12646001], [26225.97678766, 12929.81255657], [26275.4981113, 12968.27793809], [26325.01943493, 13006.74331961], [26374.54075856, 13045.20870113], [26424.0620822, 13083.67408265], [26473.58340583, 13122.13946417], [26523.10472947, 13160.60484569], [26535.41863291, 13231.24580208], [26530.38678759, 13300.62879713], [26506.75123217, 13386.09957963], [26484.37363809, 13454.22461336], [26478.08383144, 13540.95335718], [26455.70623735, 13609.07839091], [26449.4164307, 13695.80713473], [26427.03883662, 13763.93216846], [26404.66124253, 13832.05720219], [26382.28364845, 13900.18223592], [26359.90605436, 13968.30726965], [26337.52846028, 14036.43230338], [26315.15086619, 14104.55733711], [26292.7732721, 14172.68237084], [26271.65363935, 14223.4616558], [26248.01808393, 14308.93243829], [26225.64048985, 14377.05747202], [26203.26289576, 14445.18250575], [26180.88530168, 14513.30753948], [26158.50770759, 14581.43257321], [26136.13011351, 14649.55760694], [26113.75251942, 14717.68264067], [26075.2871379, 14767.2039643], [26038.07971771, 14799.37953917], [25982.26858743, 14847.64290148], [25945.06116724, 14879.81847634], [25890.50799828, 14910.73608988], [25834.696868, 14958.99945219], [25797.48944781, 14991.17502706], [25741.67831752, 15039.43838936], [25687.12514857, 15070.3560029], [25617.74215351, 15065.32415758], [25531.01340969, 15059.03435093], [25444.28466586, 15052.74454428]]"
345,320,Sp5C,R,"[[23113.43774695, 12789.7082604], [23173.62238366, 12625.00829716], [23288.97839325, 12588.7359739], [23412.74857967, 12619.53668824], [23499.34571255, 12773.998605], [23637.38312871, 13088.69536574], [23657.42328568, 13407.74826174], [23663.57443227, 13793.49275135], [23671.74178281, 14061.34896576], [23629.31186373, 14306.03012099], [23563.2453158, 14441.94557383], [23507.44567264, 14536.60429786], [23281.39110703, 14523.17685717], [23161.1340422, 14473.31361723], [23038.26458606, 14203.49569088], [22980.33982304, 14060.28792072], [22953.30221313, 13953.44868612], [22959.04950665, 13803.75320691], [22974.68226097, 13635.1041861], [23004.42199364, 13387.01889327], [22998.45995674, 13176.56822367], [23018.04176863, 12963.36732045]]"
346,216,10N,L,"[[31001.17096864, 15255.64371647], [30874.83351467, 15217.60626487], [30790.34897393, 15141.51183423], [30697.49385054, 15073.02879939], [30604.63872715, 15004.54576455], [30511.78360376, 14936.06272972], [30418.92848037, 14867.57969488], [30317.70277433, 14806.70805586], [30224.84765094, 14738.22502102], [30131.99252755, 14669.74198619], [30039.13740416, 14601.25895135], [29954.65286342, 14525.1645207], [29861.79774003, 14456.68148587], [29768.94261664, 14388.19845103], [29676.08749325, 14319.7154162], [29764.74756159, 14307.90896534], [29891.08501556, 14345.94641693], [30000.68130424, 14399.20666015], [30110.27759292, 14452.46690337], [30211.50329896, 14513.33854239], [30312.72900499, 14574.21018142], [30405.58412838, 14642.69321625], [30498.43925177, 14711.17625109], [30591.29437516, 14779.65928592], [30675.77891591, 14855.75371657], [30760.26345665, 14931.84814722], [30844.7479974, 15007.94257786], [30929.23253814, 15084.03700851], [30996.97591359, 15175.35423077]]"
347,171,LRt,L,"[[28207.70885334, 17275.78278297], [28056.41923722, 17259.06596347], [27913.57589038, 17234.82182472], [27770.73254354, 17210.57768596], [27636.33546598, 17178.80622795], [27501.93838843, 17147.03476993], [27384.43384944, 17100.2086734], [27275.37557973, 17045.85525761], [27174.7635793, 16983.97452257], [27065.70530959, 16929.62110678], [26965.09330916, 16867.74037173], [26864.48130873, 16805.85963668], [26789.20811615, 16721.39694386], [26778.74822776, 16624.6364626], [26886.25235336, 16566.71528359], [27015.87896173, 16542.1197067], [27160.56020862, 16534.41666838], [27303.40355546, 16558.66080713], [27429.35436373, 16597.95958441], [27555.30517201, 16637.25836168], [27681.25598028, 16676.55713895], [27790.31424999, 16730.91055474], [27899.3725197, 16785.26397053], [27999.98452013, 16847.14470558], [28092.15025127, 16916.55275988], [28167.42344385, 17001.0154527], [28251.14290572, 17077.95082626], [28317.96982902, 17169.94083834], [28264.07588824, 17271.01231378]]"
348,278,7N,R,"[[25164.45369836, 16266.99973645], [25004.77677946, 16256.83698238], [24853.59184421, 16239.19852007], [24736.37484355, 16191.6572248], [24653.12577748, 16114.21309656], [24578.36869506, 16029.29326007], [24594.99088196, 15894.07601671], [24680.41885615, 15811.33508835], [24795.2415256, 15770.54594052], [24932.49131978, 15755.23274364], [25061.24913031, 15747.39525501], [25203.94208191, 15772.50942556], [25329.65106622, 15812.57501259], [25438.37608323, 15867.59201611], [25521.62514929, 15945.03614435], [25587.89024806, 16037.43168908], [25586.72761535, 16181.64905379], [25479.38065414, 16230.93018526], [25349.60656821, 16254.73536579], [25204.88106579, 16261.55657902]]"
349,123,Sp5I,L,"[[23178.43245844, 15323.448105], [23091.72388557, 15316.88608826], [23005.0153127, 15310.32407152], [22918.30673983, 15303.76205477], [22850.25228488, 15281.1707268], [22763.54371201, 15274.60871006], [22695.48925706, 15252.01738209], [22646.08892004, 15213.3967429], [22596.68858301, 15174.77610371], [22547.28824599, 15136.15546451], [22516.54202688, 15081.50551409], [22504.4499257, 15010.82625245], [22492.35782452, 14940.1469908], [22498.91984127, 14853.43841793], [22505.48185801, 14766.72984506], [22512.04387475, 14680.02127219], [22518.6058915, 14593.31269932], [22525.16790824, 14506.60412645], [22531.72992498, 14419.89555358], [22538.29194172, 14333.18698071], [22544.85395847, 14246.47840784], [22584.78700101, 14179.73635624], [22623.4076402, 14130.33601921], [22662.0282794, 14080.93568219], [22699.33651524, 14048.87705974], [22753.98646566, 14018.13084064], [22808.63641608, 13987.38462153], [22880.62808107, 13957.95080578], [22951.30734272, 13945.8587046], [23020.67420102, 13951.10831799], [23108.69517723, 13940.32862016], [23195.4037501, 13946.8906369], [23247.42889383, 13950.82784695], [23315.48334877, 13973.41917492], [23383.53780372, 13996.01050289], [23414.28402283, 14050.66045331], [23426.37612401, 14121.33971495], [23438.46822518, 14192.0189766], [23431.90620844, 14278.72754947], [23425.3441917, 14365.43612234], [23437.43629288, 14436.11538398], [23430.87427614, 14522.82395685], [23442.96637732, 14593.5032185], [23436.40436057, 14680.21179137], [23448.49646175, 14750.89105301], [23460.58856293, 14821.57031466], [23472.68066411, 14892.2495763], [23466.11864737, 14978.95814917], [23459.55663063, 15065.66672204], [23452.99461389, 15152.37529491], [23415.68637804, 15184.43391737], [23359.72402427, 15232.52185104], [23322.41578843, 15264.58047349], [23267.76583801, 15295.3266926], [23197.08657636, 15307.41879378]]"
350,124,Sp5I,L,"[[22573.01020666, 13790.78558727], [22486.19968812, 13785.74866909], [22399.38916959, 13780.71175091], [22312.57865105, 13775.67483273], [22225.76813252, 13770.63791455], [22157.32710133, 13749.2462763], [22088.88607014, 13727.85463805], [22038.81452629, 13690.10827973], [21970.37349509, 13668.71664148], [21920.30195125, 13630.97028316], [21870.2304074, 13593.22392484], [21838.52835089, 13539.12284645], [21825.19578173, 13468.66704798], [21811.86321256, 13398.21124952], [21816.90013074, 13311.40073099], [21821.93704892, 13224.59021245], [21843.32868717, 13156.14918126], [21848.36560535, 13069.33866273], [21853.40252353, 12982.52814419], [21858.4394417, 12895.71762566], [21863.47635988, 12808.90710712], [21868.51327806, 12722.09658859], [21873.55019624, 12635.28607005], [21895.94921813, 12549.48293515], [21932.68819281, 12516.77349501], [21987.79665484, 12467.7093348], [22024.53562952, 12434.99989466], [22079.64409155, 12385.93573444], [22133.74516994, 12354.23367794], [22187.84624834, 12322.53162143], [22257.29466316, 12326.56115597], [22345.11256533, 12314.23597044], [22415.5683638, 12300.90340128], [22502.37888233, 12305.94031946], [22572.8346808, 12292.60775029], [22641.27571199, 12313.99938854], [22709.71674318, 12335.39102679], [22759.78828703, 12373.13738512], [22773.12085619, 12443.59318358], [22804.8229127, 12497.69426197], [22799.78599452, 12584.50478051], [22794.74907634, 12671.31529904], [22808.08164551, 12741.7710975], [22803.04472733, 12828.58161604], [22798.00780915, 12915.39213457], [22811.34037831, 12985.84793304], [22824.67294748, 13056.3037315], [22838.00551664, 13126.75952996], [22832.96859846, 13213.5700485], [22846.30116763, 13284.02584696], [22859.63373679, 13354.48164542], [22854.59681861, 13441.29216396], [22849.55990043, 13528.10268249], [22828.16826218, 13596.54371368], [22790.42190386, 13646.61525753], [22770.03764925, 13697.69418502], [22715.93657086, 13729.39624153], [22644.47338876, 13760.0909144], [22591.379694, 13774.4308672]]"
351,103,VCA,L,"[[16739.78903739, 14524.14104422], [16525.73745597, 14322.78574838], [16394.62476241, 14136.44326075], [16315.44870589, 13983.6604032], [16159.38779931, 13818.3701762], [15934.08375645, 13659.7519597], [15765.26448496, 13506.73524597], [15833.26978322, 13331.26110328], [15974.3476443, 13235.83191595], [16166.30877398, 13202.48900276], [16375.74373323, 13171.98867355], [16629.45647645, 13001.6140427], [16797.43909639, 12939.2596338], [17050.75065313, 12815.45399339], [17205.82471714, 12876.55342498], [17359.36056108, 12991.21137884], [17525.73843509, 13115.13293169], [17758.70660769, 13359.03835723], [17892.40561307, 13551.44240115], [18005.64329058, 13781.51129525], [17967.4052939, 13880.41108775], [17883.14190471, 13922.85076338], [17770.03831116, 13941.70559678], [17612.9218697, 13981.14536741], [17452.86951244, 14136.40695089], [17386.88971947, 14319.2902813], [17342.18436091, 14495.38278961], [17164.99069817, 14564.70823655], [17004.78200409, 14659.52038674], [16806.72389725, 14580.14344853]]"
352,267,LC,R,"[[22140.07738282, 13727.5514671], [21997.55378645, 13701.49336894], [21897.73658499, 13638.33858851], [21797.91938352, 13575.18380808], [21706.64346103, 13504.6096912], [21632.45009649, 13419.19690141], [21583.8805689, 13311.52610227], [21560.93487824, 13181.59729376], [21601.27067804, 13064.13656307], [21708.94147719, 13015.56703547], [21824.03161279, 12975.53878686], [21939.12174839, 12935.51053824], [22046.23157628, 12894.92131836], [22169.30201959, 12855.454041], [22291.81149165, 12823.96707137], [22406.90162725, 12783.93882275], [22544.24977221, 12769.53441107], [22681.59791717, 12755.12999939], [22833.78473504, 12757.80814566], [22985.9715529, 12760.48629194], [23111.41259131, 12801.38306301], [23159.98211891, 12909.05386215], [23059.73065621, 12966.16466873], [22952.62082833, 13006.75388861], [22844.38905792, 13063.30372392], [22752.11790294, 13120.97550176], [22659.2857767, 13186.62758731], [22573.31201565, 13268.80125956], [22495.87953358, 13343.55559536], [22417.32510898, 13434.27054659], [22362.15063627, 13534.64871932], [22306.41519229, 13643.00719976], [22213.58306605, 13708.65928532]]"
353,306,LRt,R,"[[23591.09427302, 15433.28412752], [23448.1107238, 15409.88103683], [23321.9308246, 15371.32415631], [23212.5545754, 15317.61348595], [23094.77650119, 15271.4797105], [22968.59660198, 15232.92282998], [22850.81852778, 15186.78905454], [22758.24592858, 15117.92459434], [22657.27150439, 15056.63702906], [22556.29708019, 14995.34946378], [22497.33178101, 14896.1774239], [22533.00140624, 14825.92304442], [22646.50230586, 14799.74011517], [22789.48585508, 14823.14320586], [22915.66575429, 14861.70008638], [23041.8456535, 14900.25696691], [23168.0255527, 14938.81384743], [23285.80362691, 14984.94762288], [23403.58170111, 15031.08139832], [23521.35977532, 15077.21517376], [23639.13784952, 15123.34894921], [23756.91592373, 15169.48272465], [23849.48852292, 15238.34718485], [23868.50702229, 15335.45689951], [23761.34562246, 15394.00973365], [23639.85536287, 15419.78019785]]"
354,138,SC,S,"[[20698.32710758, 8779.38332363], [20611.69766948, 8771.84826375], [20543.90113098, 8748.49432822], [20476.10459248, 8725.14039269], [20408.30805398, 8701.78645715], [20359.34441507, 8662.61364598], [20329.21367577, 8607.62195917], [20299.08293646, 8552.63027235], [20268.95219715, 8497.63858554], [20238.82145784, 8442.64689872], [20246.35651773, 8356.01746062], [20253.89157762, 8269.38802252], [20277.24551315, 8201.59148402], [20284.78057304, 8114.96204592], [20323.95338421, 8065.99840702], [20363.12619538, 8017.03476811], [20402.29900656, 7968.07112921], [20441.47181773, 7919.1074903], [20482.15164088, 7852.81796378], [20537.14332769, 7822.68722447], [20574.80912689, 7791.04947319], [20629.8008137, 7760.91873388], [20686.2995125, 7713.46210695], [20723.96531169, 7681.82435567], [20778.95699851, 7651.69361636], [20833.94868532, 7621.56287705], [20888.94037214, 7591.43213775], [20943.93205895, 7561.30139844], [20998.92374577, 7531.17065913], [21071.2413202, 7502.5469318], [21126.23300702, 7472.4161925], [21181.22469383, 7442.28545319], [21234.70936867, 7429.4806015], [21289.70105548, 7399.3498622], [21377.83750556, 7389.55903446], [21448.64806802, 7378.26119475], [21519.45863048, 7366.96335504], [21606.08806858, 7374.49841493], [21676.89863103, 7363.20057522], [21763.52806913, 7370.73563511], [21850.15750723, 7378.270695], [21919.46105771, 7384.29874291], [21951.098809, 7421.9645421], [21981.2295483, 7476.95622892], [21992.52738801, 7547.76679138], [22022.65812732, 7602.75847819], [22033.95596703, 7673.56904065], [22010.6020315, 7741.36557915], [21987.24809597, 7809.16211765], [21963.89416044, 7876.95865616], [21940.54022491, 7944.75519466], [21901.36741374, 7993.71883356], [21862.19460256, 8042.68247247], [21823.02179139, 8091.64611137], [21783.84898022, 8140.60975028], [21744.67616905, 8189.57338918], [21707.01036985, 8221.21114046], [21650.51167106, 8268.66776739], [21612.84587186, 8300.30551868], [21556.34717307, 8347.7621456], [21518.68137387, 8379.39989689], [21462.18267508, 8426.85652381], [21407.19098827, 8456.98726312], [21369.52518907, 8488.62501441], [21314.53350226, 8518.75575371], [21259.54181544, 8548.88649302], [21204.55012863, 8579.01723233], [21149.55844181, 8609.14797163], [21094.566755, 8639.27871094], [21039.57506818, 8669.40945025], [20984.58338137, 8699.54018956], [20912.26580693, 8728.16391689], [20858.7811321, 8740.96876857], [20787.97056964, 8752.26660828], [20717.16000718, 8763.56444799]]"
